Image_Name,Class,xmin,ymin,xmax,ymax,img_width,img_height
frame_47_41.jpg,Person,187,3,269,80,626,360
frame_47_41.jpg,Person,319,74,437,277,626,360
frame_47_41.jpg,Person,24,3,48,46,626,360
frame_47_42.jpg,Person,47,25,184,308,626,360
frame_47_42.jpg,Person,187,3,269,80,626,360
frame_47_42.jpg,Person,318,74,438,277,626,360
frame_47_43.jpg,Person,48,24,186,307,626,360
frame_47_43.jpg,Person,187,4,269,82,626,360
frame_47_43.jpg,Person,318,74,439,278,626,360
frame_47_43.jpg,Person,25,3,49,46,626,360
frame_47_44.jpg,Person,47,28,189,309,626,360
frame_47_44.jpg,Person,187,3,268,84,626,360
frame_47_44.jpg,Person,26,3,49,46,626,360
frame_47_44.jpg,Person,315,74,439,278,626,360
frame_47_45.jpg,Person,47,29,189,310,626,360
frame_47_45.jpg,Person,188,3,267,84,626,360
frame_47_45.jpg,Person,26,3,49,46,626,360
frame_47_45.jpg,Person,294,72,434,278,626,360
frame_47_46.jpg,Person,46,31,191,311,626,360
frame_47_46.jpg,Person,187,3,268,84,626,360
frame_47_46.jpg,Person,27,3,51,46,626,360
frame_47_46.jpg,Person,315,71,437,277,626,360
frame_47_47.jpg,Person,46,34,193,312,626,360
frame_47_47.jpg,Person,187,3,268,84,626,360
frame_47_47.jpg,Person,26,3,51,46,626,360
frame_47_47.jpg,Person,315,70,433,277,626,360
frame_47_48.jpg,Person,48,35,192,312,626,360
frame_47_48.jpg,Person,186,3,269,82,626,360
frame_47_48.jpg,Person,26,4,52,46,626,360
frame_47_48.jpg,Person,297,71,440,278,626,360
frame_47_49.jpg,Person,48,38,196,314,626,360
frame_47_49.jpg,Person,187,4,269,84,626,360
frame_47_49.jpg,Person,313,70,440,277,626,360
frame_47_49.jpg,Person,26,3,55,42,626,360
frame_47_5.jpg,Person,99,48,218,238,626,360
frame_47_5.jpg,Person,19,5,115,259,626,360
frame_47_5.jpg,Person,196,186,448,354,626,360
frame_47_5.jpg,Person,181,3,270,113,626,360
frame_47_6.jpg,Person,198,191,448,355,626,360
frame_47_6.jpg,Person,18,4,128,264,626,360
frame_47_6.jpg,Person,101,37,222,237,626,360
frame_47_6.jpg,Person,178,3,270,112,626,360
frame_47_6.jpg,Person,301,95,509,326,626,360
frame_47_7.jpg,Person,196,195,444,354,626,360
frame_47_7.jpg,Person,19,4,126,262,626,360
frame_47_7.jpg,Person,112,51,229,236,626,360
frame_47_7.jpg,Person,202,4,270,112,626,360
frame_47_7.jpg,Person,299,95,510,266,626,360
frame_47_8.jpg,Person,198,201,445,355,626,360
frame_47_8.jpg,Person,113,38,232,236,626,360
frame_47_8.jpg,Person,18,4,127,262,626,360
frame_47_8.jpg,Person,208,3,269,110,626,360
frame_47_9.jpg,Person,21,4,141,270,626,360
frame_47_9.jpg,Person,199,214,441,354,626,360
frame_47_9.jpg,Person,149,56,238,236,626,360
frame_47_9.jpg,Person,209,3,271,98,626,360
frame_48_0.jpg,Person,269,66,420,290,626,360
frame_48_0.jpg,Person,15,3,195,260,626,360
frame_48_0.jpg,Person,255,287,345,355,626,360
frame_48_1.jpg,Person,271,69,421,290,626,360
frame_48_1.jpg,Person,16,4,192,254,626,360
frame_48_1.jpg,Person,15,4,211,332,626,360
frame_48_10.jpg,Person,266,92,416,319,626,360
frame_48_10.jpg,Person,9,3,187,344,626,360
frame_48_10.jpg,Person,237,301,337,354,626,360
frame_127_9.jpg,Person,695,192,1027,446,1280,720
frame_127_9.jpg,Person,111,395,420,704,1280,720
frame_128_0.jpg,Person,739,197,885,508,1280,720
frame_128_1.jpg,Person,739,198,882,508,1280,720
frame_128_10.jpg,Person,740,197,883,508,1280,720
frame_128_11.jpg,Person,741,198,891,510,1280,720
frame_128_12.jpg,Person,741,197,889,508,1280,720
frame_128_13.jpg,Person,741,198,889,507,1280,720
frame_128_14.jpg,Person,741,197,887,506,1280,720
frame_128_15.jpg,Person,741,197,889,506,1280,720
frame_128_16.jpg,Person,741,198,885,508,1280,720
frame_128_17.jpg,Person,741,198,884,508,1280,720
frame_128_18.jpg,Person,741,197,884,508,1280,720
frame_128_19.jpg,Person,741,197,878,508,1280,720
frame_128_2.jpg,Person,739,198,880,508,1280,720
frame_128_20.jpg,Person,740,197,879,509,1280,720
frame_128_21.jpg,Person,740,196,879,509,1280,720
frame_128_22.jpg,Person,739,196,878,509,1280,720
frame_128_23.jpg,Person,740,194,874,510,1280,720
frame_128_24.jpg,Person,739,194,874,510,1280,720
frame_128_25.jpg,Person,739,194,880,510,1280,720
frame_128_26.jpg,Person,737,193,872,510,1280,720
frame_128_27.jpg,Person,738,192,870,510,1280,720
frame_128_28.jpg,Person,734,192,875,496,1280,720
frame_128_29.jpg,Person,734,191,876,511,1280,720
frame_128_3.jpg,Person,739,198,883,508,1280,720
frame_128_30.jpg,Person,734,191,874,511,1280,720
frame_128_31.jpg,Person,733,191,873,510,1280,720
frame_128_32.jpg,Person,733,191,868,509,1280,720
frame_128_33.jpg,Person,732,191,870,509,1280,720
frame_128_34.jpg,Person,732,190,869,509,1280,720
frame_101_29.jpg,Person,227,75,273,211,480,360
frame_101_29.jpg,Person,272,38,293,96,480,360
frame_101_48.jpg,Person,230,76,272,212,480,360
frame_101_48.jpg,Person,274,40,295,95,480,360
frame_101_48.jpg,Person,147,78,192,161,480,360
frame_102_18.jpg,Person,490,0,564,164,640,360
frame_102_18.jpg,Person,282,0,368,208,640,360
frame_102_18.jpg,Person,533,125,639,276,640,360
frame_102_18.jpg,Person,27,164,127,351,640,360
frame_102_18.jpg,Person,0,275,102,359,640,360
frame_104_10.jpg,Person,287,120,429,247,640,360
frame_104_10.jpg,Person,370,290,479,358,640,360
frame_104_10.jpg,Person,398,13,485,150,640,360
frame_104_10.jpg,Person,517,93,598,228,640,360
frame_104_10.jpg,Person,402,0,442,84,640,360
frame_104_10.jpg,Person,603,309,638,358,640,360
frame_105_16.jpg,Person,292,247,336,347,640,360
frame_105_16.jpg,Person,191,130,214,193,640,360
frame_105_16.jpg,Person,194,234,236,308,640,360
frame_105_16.jpg,Person,326,172,349,244,640,360
frame_105_16.jpg,Person,190,327,238,359,640,360
frame_105_16.jpg,Person,437,139,466,205,640,360
frame_105_16.jpg,Person,242,164,271,235,640,360
frame_105_16.jpg,Person,282,128,300,199,640,360
frame_105_16.jpg,Person,572,188,602,251,640,360
frame_105_16.jpg,Person,0,222,24,311,640,360
frame_105_16.jpg,Person,101,238,130,299,640,360
frame_105_16.jpg,Person,42,22,61,81,640,360
frame_105_16.jpg,Person,538,168,551,206,640,360
frame_105_16.jpg,Person,367,98,385,149,640,360
frame_105_16.jpg,Person,100,184,130,223,640,360
frame_105_35.jpg,Person,300,254,353,347,640,360
frame_105_35.jpg,Person,180,243,232,326,640,360
frame_105_35.jpg,Person,99,224,146,322,640,360
frame_105_35.jpg,Person,511,254,553,335,640,360
frame_105_35.jpg,Person,574,193,602,252,640,360
frame_105_35.jpg,Person,201,138,225,210,640,360
frame_105_35.jpg,Person,274,131,300,208,640,360
frame_105_35.jpg,Person,293,178,334,260,640,360
frame_105_35.jpg,Person,236,159,262,233,640,360
frame_105_35.jpg,Person,449,148,481,213,640,360
frame_105_35.jpg,Person,189,327,239,359,640,360
frame_105_35.jpg,Person,440,131,465,185,640,360
frame_105_35.jpg,Person,529,194,561,256,640,360
frame_105_35.jpg,Person,95,196,129,234,640,360
frame_105_35.jpg,Person,113,161,146,223,640,360
frame_105_35.jpg,Person,526,165,548,225,640,360
frame_105_35.jpg,Person,0,262,22,330,640,360
frame_105_35.jpg,Person,43,22,63,81,640,360
frame_106_0.jpg,Person,467,368,734,714,1280,720
frame_106_0.jpg,Person,983,118,1134,498,1280,720
frame_106_0.jpg,Person,1106,88,1219,494,1280,720
frame_106_0.jpg,Person,749,19,858,155,1280,720
frame_106_0.jpg,Person,478,164,535,272,1280,720
frame_106_0.jpg,Person,491,248,663,406,1280,720
frame_106_0.jpg,Person,518,150,561,231,1280,720
frame_106_24.jpg,Person,461,398,693,714,1280,720
frame_106_24.jpg,Person,1072,208,1253,681,1280,720
frame_106_24.jpg,Person,792,21,899,235,1280,720
frame_106_24.jpg,Person,500,216,681,466,1280,720
frame_106_24.jpg,Person,480,163,542,274,1280,720
frame_106_24.jpg,Person,523,156,637,276,1280,720
frame_106_43.jpg,Person,450,412,679,714,1280,720
frame_106_43.jpg,Person,800,20,916,236,1280,720
frame_106_43.jpg,Person,1169,322,1279,712,1280,720
frame_106_43.jpg,Person,481,150,678,465,1280,720
frame_106_43.jpg,Person,521,151,640,273,1280,720
frame_106_43.jpg,Person,541,213,650,333,1280,720
frame_106_43.jpg,Person,539,218,670,405,1280,720
frame_107_14.jpg,Person,461,253,791,703,1280,720
frame_107_14.jpg,Person,562,153,683,309,1280,720
frame_107_14.jpg,Person,1030,19,1102,116,1280,720
frame_107_14.jpg,Person,466,165,552,269,1280,720
frame_107_14.jpg,Person,553,21,619,151,1280,720
frame_107_14.jpg,Person,1098,21,1151,103,1280,720
frame_107_4.jpg,Person,453,267,810,715,1280,720
frame_107_4.jpg,Person,517,19,617,152,1280,720
frame_107_4.jpg,Person,566,160,686,316,1280,720
frame_107_4.jpg,Person,1056,20,1110,127,1280,720
frame_107_4.jpg,Person,469,172,551,288,1280,720
frame_107_4.jpg,Person,1120,20,1165,124,1280,720
frame_107_4.jpg,Person,513,222,622,318,1280,720
frame_107_55.jpg,Person,1133,114,1278,611,1280,720
frame_107_55.jpg,Person,476,199,764,588,1280,720
frame_107_55.jpg,Person,463,149,545,381,1280,720
frame_107_55.jpg,Person,560,137,681,254,1280,720
frame_107_55.jpg,Person,610,20,752,222,1280,720
frame_108_2.jpg,Person,414,62,439,187,640,360
frame_108_2.jpg,Person,309,84,384,277,640,360
frame_108_2.jpg,Person,43,184,86,274,640,360
frame_108_2.jpg,Person,354,61,394,183,640,360
frame_108_40.jpg,Person,414,62,440,187,640,360
frame_108_40.jpg,Person,324,84,389,275,640,360
frame_108_40.jpg,Person,42,178,86,275,640,360
frame_109_13.jpg,Person,687,0,921,438,1280,720
frame_109_32.jpg,Person,657,38,904,621,1280,720
frame_109_51.jpg,Person,605,111,894,710,1280,720
frame_10_27.jpg,Person,1009,356,1273,915,1920,1080
frame_10_27.jpg,Person,1426,517,1768,1048,1920,1080
frame_6_21.jpg,Person,251,110,299,207,640,360
frame_6_21.jpg,Person,53,163,113,327,640,360
frame_6_22.jpg,Person,250,110,298,207,640,360
frame_6_22.jpg,Person,53,163,113,327,640,360
frame_6_23.jpg,Person,251,112,303,207,640,360
frame_6_23.jpg,Person,56,161,113,327,640,360
frame_6_24.jpg,Person,251,112,303,207,640,360
frame_6_24.jpg,Person,56,161,113,327,640,360
frame_6_25.jpg,Person,59,160,113,326,640,360
frame_6_25.jpg,Person,253,112,302,205,640,360
frame_6_26.jpg,Person,59,160,113,326,640,360
frame_6_26.jpg,Person,253,112,302,205,640,360
frame_6_27.jpg,Person,61,159,118,321,640,360
frame_6_27.jpg,Person,256,112,303,205,640,360
frame_6_28.jpg,Person,61,159,118,321,640,360
frame_6_28.jpg,Person,256,112,303,205,640,360
frame_6_29.jpg,Person,65,157,128,318,640,360
frame_6_29.jpg,Person,263,111,305,209,640,360
frame_6_3.jpg,Person,30,170,103,326,640,360
frame_6_3.jpg,Person,215,114,242,223,640,360
frame_6_30.jpg,Person,65,157,128,318,640,360
frame_6_30.jpg,Person,262,111,305,210,640,360
frame_6_31.jpg,Person,72,157,128,309,640,360
frame_6_31.jpg,Person,281,109,310,200,640,360
frame_6_32.jpg,Person,72,157,128,309,640,360
frame_6_32.jpg,Person,282,110,311,202,640,360
frame_6_33.jpg,Person,75,157,132,309,640,360
frame_6_33.jpg,Person,290,109,318,207,640,360
frame_6_34.jpg,Person,75,157,132,309,640,360
frame_6_34.jpg,Person,290,109,318,207,640,360
frame_6_35.jpg,Person,81,157,136,309,640,360
frame_6_35.jpg,Person,289,109,322,206,640,360
frame_6_36.jpg,Person,81,157,137,309,640,360
frame_6_36.jpg,Person,290,109,322,206,640,360
frame_6_37.jpg,Person,84,156,161,308,640,360
frame_6_37.jpg,Person,290,110,335,206,640,360
frame_6_38.jpg,Person,84,155,162,308,640,360
frame_6_38.jpg,Person,290,110,335,206,640,360
frame_6_39.jpg,Person,88,154,161,307,640,360
frame_6_39.jpg,Person,291,111,338,207,640,360
frame_6_4.jpg,Person,30,170,103,326,640,360
frame_6_4.jpg,Person,215,115,242,225,640,360
frame_6_40.jpg,Person,88,155,161,307,640,360
frame_6_40.jpg,Person,291,111,338,207,640,360
frame_6_41.jpg,Person,92,154,162,308,640,360
frame_6_41.jpg,Person,291,110,344,207,640,360
frame_2_79.jpg,Person,68,160,182,327,480,360
frame_2_79.jpg,Person,90,119,156,184,480,360
frame_2_79.jpg,Person,19,251,109,353,480,360
frame_2_79.jpg,Person,385,38,447,208,480,360
frame_2_79.jpg,Person,0,264,36,336,480,360
frame_2_8.jpg,Person,69,155,183,327,480,360
frame_2_8.jpg,Person,386,36,447,209,480,360
frame_2_8.jpg,Person,87,120,146,181,480,360
frame_2_8.jpg,Person,14,250,121,354,480,360
frame_2_8.jpg,Person,0,274,26,334,480,360
frame_2_80.jpg,Person,67,161,182,331,480,360
frame_2_80.jpg,Person,90,119,156,184,480,360
frame_2_80.jpg,Person,385,37,447,208,480,360
frame_2_80.jpg,Person,18,251,109,353,480,360
frame_2_80.jpg,Person,0,264,36,336,480,360
frame_2_81.jpg,Person,68,161,182,333,480,360
frame_2_81.jpg,Person,19,252,110,353,480,360
frame_2_81.jpg,Person,91,119,155,185,480,360
frame_2_81.jpg,Person,386,40,438,208,480,360
frame_2_81.jpg,Person,355,38,388,138,480,360
frame_2_81.jpg,Person,0,264,40,336,480,360
frame_2_82.jpg,Person,68,161,182,333,480,360
frame_2_82.jpg,Person,19,253,110,353,480,360
frame_2_82.jpg,Person,92,118,153,186,480,360
frame_2_82.jpg,Person,385,35,446,208,480,360
frame_2_82.jpg,Person,0,264,36,335,480,360
frame_2_82.jpg,Person,355,34,389,137,480,360
frame_2_83.jpg,Person,68,161,182,333,480,360
frame_2_83.jpg,Person,19,253,110,353,480,360
frame_2_83.jpg,Person,384,37,445,208,480,360
frame_2_83.jpg,Person,92,118,151,185,480,360
frame_2_83.jpg,Person,0,264,36,335,480,360
frame_2_83.jpg,Person,355,34,389,137,480,360
frame_2_84.jpg,Person,68,161,182,331,480,360
frame_2_84.jpg,Person,19,253,110,353,480,360
frame_2_84.jpg,Person,384,37,445,208,480,360
frame_2_84.jpg,Person,92,119,151,185,480,360
frame_2_84.jpg,Person,0,264,36,335,480,360
frame_2_84.jpg,Person,355,34,389,137,480,360
frame_2_9.jpg,Person,69,158,182,326,480,360
frame_2_9.jpg,Person,87,119,149,180,480,360
frame_2_9.jpg,Person,387,36,443,209,480,360
frame_2_9.jpg,Person,0,274,27,334,480,360
frame_2_9.jpg,Person,15,249,119,352,480,360
frame_30_0.jpg,Person,331,52,390,206,640,360
frame_30_0.jpg,Person,301,171,401,300,640,360
frame_30_1.jpg,Person,331,49,390,205,640,360
frame_30_1.jpg,Person,292,154,397,300,640,360
frame_30_10.jpg,Person,332,25,386,161,640,360
frame_30_10.jpg,Person,328,182,387,299,640,360
frame_30_11.jpg,Person,336,24,391,161,640,360
frame_30_11.jpg,Person,310,167,388,298,640,360
frame_30_12.jpg,Person,338,24,393,161,640,360
frame_30_12.jpg,Person,294,163,388,296,640,360
frame_30_13.jpg,Person,335,25,394,161,640,360
frame_30_13.jpg,Person,288,163,388,286,640,360
frame_30_14.jpg,Person,336,27,396,161,640,360
frame_30_14.jpg,Person,285,166,386,291,640,360
frame_30_15.jpg,Person,342,31,395,163,640,360
frame_30_15.jpg,Person,274,184,383,307,640,360
frame_30_16.jpg,Person,345,32,395,163,640,360
frame_30_16.jpg,Person,269,192,383,310,640,360
frame_30_17.jpg,Person,267,195,383,307,640,360
frame_30_17.jpg,Person,343,34,396,164,640,360
frame_30_18.jpg,Person,341,35,397,165,640,360
frame_30_18.jpg,Person,252,194,383,307,640,360
frame_30_19.jpg,Person,247,195,383,309,640,360
frame_30_19.jpg,Person,338,38,405,166,640,360
frame_30_2.jpg,Person,326,46,391,164,640,360
frame_30_20.jpg,Person,244,194,384,310,640,360
frame_30_20.jpg,Person,341,39,411,166,640,360
frame_30_21.jpg,Person,341,40,415,165,640,360
frame_30_21.jpg,Person,244,193,369,310,640,360
frame_30_22.jpg,Person,245,192,386,310,640,360
frame_30_22.jpg,Person,340,42,415,164,640,360
frame_30_23.jpg,Person,343,47,414,163,640,360
frame_30_23.jpg,Person,246,191,382,312,640,360
frame_30_24.jpg,Person,244,190,382,313,640,360
frame_30_24.jpg,Person,344,51,411,165,640,360
frame_30_25.jpg,Person,341,55,408,164,640,360
frame_30_25.jpg,Person,245,188,375,311,640,360
frame_30_26.jpg,Person,341,58,407,164,640,360
frame_30_26.jpg,Person,248,187,370,311,640,360
frame_30_27.jpg,Person,247,184,357,302,640,360
frame_30_27.jpg,Person,339,64,404,176,640,360
frame_30_28.jpg,Person,245,184,358,308,640,360
frame_30_28.jpg,Person,337,65,402,187,640,360
frame_30_29.jpg,Person,246,181,359,310,640,360
frame_30_29.jpg,Person,336,66,401,195,640,360
frame_30_3.jpg,Person,317,41,398,183,640,360
frame_30_3.jpg,Person,328,174,400,299,640,360
frame_30_30.jpg,Person,335,67,401,204,640,360
frame_30_30.jpg,Person,246,180,359,308,640,360
frame_138_33.jpg,Person,718,223,845,438,1280,720
frame_138_33.jpg,Person,509,296,655,566,1280,720
frame_138_34.jpg,Person,718,223,846,438,1280,720
frame_138_34.jpg,Person,509,296,655,568,1280,720
frame_138_35.jpg,Person,723,225,851,447,1280,720
frame_138_35.jpg,Person,512,298,656,564,1280,720
frame_138_36.jpg,Person,726,227,855,455,1280,720
frame_138_36.jpg,Person,516,299,655,561,1280,720
frame_138_37.jpg,Person,731,230,859,462,1280,720
frame_138_37.jpg,Person,521,300,652,570,1280,720
frame_138_38.jpg,Person,735,233,864,467,1280,720
frame_138_38.jpg,Person,527,301,651,566,1280,720
frame_138_39.jpg,Person,735,233,864,467,1280,720
frame_138_39.jpg,Person,527,301,651,565,1280,720
frame_138_40.jpg,Person,742,238,872,478,1280,720
frame_138_40.jpg,Person,532,306,652,579,1280,720
frame_138_41.jpg,Person,746,240,875,477,1280,720
frame_138_41.jpg,Person,531,310,650,581,1280,720
frame_138_42.jpg,Person,749,242,881,477,1280,720
frame_138_42.jpg,Person,531,316,651,589,1280,720
frame_138_43.jpg,Person,753,242,885,477,1280,720
frame_138_43.jpg,Person,526,322,650,608,1280,720
frame_138_44.jpg,Person,756,243,888,478,1280,720
frame_138_44.jpg,Person,524,327,650,608,1280,720
frame_138_45.jpg,Person,756,243,888,478,1280,720
frame_138_45.jpg,Person,524,327,650,608,1280,720
frame_138_46.jpg,Person,756,243,891,479,1280,720
frame_138_46.jpg,Person,521,333,650,611,1280,720
frame_138_47.jpg,Person,759,243,897,482,1280,720
frame_138_47.jpg,Person,515,338,647,620,1280,720
frame_138_48.jpg,Person,761,245,901,493,1280,720
frame_138_48.jpg,Person,508,342,647,613,1280,720
frame_138_49.jpg,Person,763,248,904,499,1280,720
frame_138_49.jpg,Person,502,345,649,622,1280,720
frame_112_4.jpg,Person,184,93,395,601,1280,720
frame_112_5.jpg,Person,205,97,418,597,1280,720
frame_57_0.jpg,Person,271,102,334,237,480,360
frame_57_0.jpg,Person,116,40,152,121,480,360
frame_57_0.jpg,Person,209,109,269,242,480,360
frame_57_0.jpg,Person,175,37,206,111,480,360
frame_57_1.jpg,Person,271,102,334,237,480,360
frame_57_1.jpg,Person,209,109,269,242,480,360
frame_57_1.jpg,Person,116,41,152,121,480,360
frame_57_1.jpg,Person,175,37,206,111,480,360
frame_57_10.jpg,Person,275,118,341,267,480,360
frame_57_10.jpg,Person,215,127,278,243,480,360
frame_57_10.jpg,Person,175,37,206,112,480,360
frame_57_10.jpg,Person,122,41,160,119,480,360
frame_57_11.jpg,Person,275,119,342,267,480,360
frame_57_11.jpg,Person,216,127,279,243,480,360
frame_57_11.jpg,Person,175,37,206,112,480,360
frame_57_11.jpg,Person,122,42,160,120,480,360
frame_57_12.jpg,Person,276,120,343,267,480,360
frame_57_12.jpg,Person,216,127,280,242,480,360
frame_57_12.jpg,Person,175,38,206,112,480,360
frame_57_13.jpg,Person,275,120,344,267,480,360
frame_57_13.jpg,Person,216,128,282,242,480,360
frame_57_13.jpg,Person,175,37,207,112,480,360
frame_57_14.jpg,Person,275,122,345,268,480,360
frame_57_14.jpg,Person,214,128,281,240,480,360
frame_57_14.jpg,Person,175,38,206,114,480,360
frame_57_15.jpg,Person,273,122,344,267,480,360
frame_57_15.jpg,Person,211,128,282,238,480,360
frame_57_15.jpg,Person,175,37,206,113,480,360
frame_57_16.jpg,Person,273,122,345,267,480,360
frame_57_16.jpg,Person,214,128,282,235,480,360
frame_57_16.jpg,Person,175,38,206,114,480,360
frame_57_17.jpg,Person,273,123,345,267,480,360
frame_57_17.jpg,Person,213,127,282,232,480,360
frame_57_17.jpg,Person,175,37,206,112,480,360
frame_57_17.jpg,Person,123,42,160,120,480,360
frame_57_18.jpg,Person,272,123,346,267,480,360
frame_57_18.jpg,Person,204,127,281,230,480,360
frame_57_18.jpg,Person,175,37,206,112,480,360
frame_57_19.jpg,Person,203,126,281,226,480,360
frame_57_19.jpg,Person,272,124,345,267,480,360
frame_57_19.jpg,Person,124,41,161,119,480,360
frame_57_19.jpg,Person,175,37,206,112,480,360
frame_57_2.jpg,Person,271,104,334,244,480,360
frame_57_2.jpg,Person,211,113,270,242,480,360
frame_57_2.jpg,Person,117,41,153,121,480,360
frame_57_2.jpg,Person,175,38,206,112,480,360
frame_57_20.jpg,Person,203,126,280,223,480,360
frame_57_20.jpg,Person,274,125,346,268,480,360
frame_57_20.jpg,Person,175,38,207,112,480,360
frame_57_20.jpg,Person,124,41,161,119,480,360
frame_57_21.jpg,Person,274,127,346,276,480,360
frame_57_21.jpg,Person,204,126,280,223,480,360
frame_57_21.jpg,Person,175,37,206,112,480,360
frame_57_21.jpg,Person,124,42,161,119,480,360
frame_57_22.jpg,Person,272,129,346,283,480,360
frame_57_22.jpg,Person,124,41,161,118,480,360
frame_57_22.jpg,Person,208,127,279,217,480,360
frame_57_22.jpg,Person,175,37,206,112,480,360
frame_57_23.jpg,Person,269,130,345,287,480,360
frame_57_23.jpg,Person,203,127,277,215,480,360
frame_57_23.jpg,Person,124,41,161,117,480,360
frame_57_23.jpg,Person,175,38,207,112,480,360
frame_57_24.jpg,Person,268,132,344,289,480,360
frame_57_24.jpg,Person,125,42,161,118,480,360
frame_57_24.jpg,Person,175,37,207,112,480,360
frame_57_24.jpg,Person,203,125,277,210,480,360
frame_57_25.jpg,Person,266,133,343,290,480,360
frame_57_25.jpg,Person,125,41,161,118,480,360
frame_57_25.jpg,Person,175,38,207,112,480,360
frame_57_26.jpg,Person,264,135,341,292,480,360
frame_57_26.jpg,Person,125,41,161,118,480,360
frame_57_26.jpg,Person,175,38,207,112,480,360
frame_57_27.jpg,Person,263,136,340,295,480,360
frame_57_27.jpg,Person,125,41,161,118,480,360
frame_57_27.jpg,Person,175,38,207,112,480,360
frame_57_28.jpg,Person,261,137,338,299,480,360
frame_57_28.jpg,Person,125,41,161,118,480,360
frame_57_28.jpg,Person,175,38,207,112,480,360
frame_57_29.jpg,Person,261,139,337,303,480,360
frame_57_29.jpg,Person,125,41,161,118,480,360
frame_57_29.jpg,Person,175,37,207,110,480,360
frame_57_3.jpg,Person,272,106,336,249,480,360
frame_57_3.jpg,Person,175,37,206,112,480,360
frame_57_3.jpg,Person,213,117,271,242,480,360
frame_57_3.jpg,Person,117,41,154,121,480,360
frame_57_30.jpg,Person,260,139,336,303,480,360
